observation_id,city_id,city_name_en,city_name_es,city_name_local,country_code,country_name_en,country_name_es,continent,region,airport_id,airport_name,airport_name_es,iata,icao,airport_latitude,airport_longitude,airport_type,annual_passengers_m,passenger_year,primary_airport,service_pattern,tower_id,tower_name,tower_name_es,tower_latitude,tower_longitude,height_m,height_basis,tower_type,completed_year,mode,co_tallest,confidence,selection_reason_en,selection_reason_es,distance_m,distance_km,source_ids,reviewed_at
city-q1757--ourairports-2307--iconic--wikidata-q738015,city-q1757,Helsinki,Helsinki,Helsinki,FI,Finland,Finlandia,Europe,Northern Europe,ourairports-2307,Helsinki Vantaa Airport,Helsinki Vantaa Airport,HEL,EFHK,60.318363,24.963341,large_airport,16.308814,2024,true,year_round,wikidata-q738015,Helsinki Cathedral,Helsinki Cathedral,60.17038775,24.95212383,62,structural_tip,vertical_landmark,1852,iconic,false,high,Helsinki Cathedral is the selected vertical landmark most strongly associated with Helsinki.,Helsinki Cathedral es el hito vertical seleccionado con mayor asociación a Helsinki.,16498.57645070629,16.498576450706288,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q738015;ctbuh-helsinki-cathedral,2026-09-16
city-q334--ourairports-26887--iconic--wikidata-q548679,city-q334,Singapore,Singapur,Singapore,SG,Singapore,Singapur,Asia,South-eastern Asia,ourairports-26887,Singapore Changi Airport,Singapore Changi Airport,SIN,WSSS,1.35019,103.994003,large_airport,69.982,2025,true,year_round,wikidata-q548679,Marina Bay Sands,Marina Bay Sands,1.2825,103.86,206.9,structural_tip,vertical_landmark,2010,iconic,false,high,Marina Bay Sands is the selected vertical landmark most strongly associated with Singapore.,Marina Bay Sands es el hito vertical seleccionado con mayor asociación a Singapur.,16686.13138125329,16.68613138125329,ourairports-2026-09-14;aci-world-2025-passengers;wikidata-q548679;ctbuh-marina-bay,2026-09-16
city-q8673--ourairports-2118--iconic--wikidata-q16733944,city-q8673,Lagos,Lagos,Lagos,NG,Nigeria,Nigeria,Africa,Western Africa,ourairports-2118,Murtala Muhammed International Airport,Murtala Muhammed International Airport,LOS,DNMM,6.57737,3.32116,large_airport,5.689234,2021,true,year_round,wikidata-q16733944,NECOM House,NECOM House,6.4461,3.39751,160,structural_tip,building,1979,iconic,false,high,NECOM House was selected as the permanent vertical landmark most strongly associated with Lagos.,NECOM House se seleccionó como el hito vertical permanente con mayor asociación a Lagos.,16794.53248647842,16.79453248647842,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q16733944,2026-09-16
city-q2887--ourairports-6015--iconic--wikidata-q1542408,city-q2887,Santiago,Santiago,Santiago,CL,Chile,Chile,South America,South America,ourairports-6015,Comodoro Arturo Merino Benítez International Airport,Comodoro Arturo Merino Benítez International Airport,SCL,SCEL,-33.393001556396484,-70.78579711914062,large_airport,18.744155,2022,true,year_round,wikidata-q1542408,Gran Torre Costanera,Gran Torre Costanera,-33.41694444,-70.60666667,300,structural_tip,building_or_freestanding_tower,2013,iconic,false,high,Gran Torre Costanera is the selected vertical landmark most strongly associated with Santiago.,Gran Torre Costanera es el hito vertical seleccionado con mayor asociación a Santiago.,16873.691190094723,16.873691190094725,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q1542408,2026-09-16
city-q60--ourairports-3521--iconic--wikidata-q9188,city-q60,New York City,Nueva York,New York City,US,United States,Estados Unidos,North America,Northern America,ourairports-3521,Newark Liberty International Airport,Newark Liberty International Airport,EWR,KEWR,40.6894,-74.170545,large_airport,49.160546,2023,false,year_round,wikidata-q9188,Empire State Building,Empire State Building,40.748333333333335,-73.98555555555555,453,structural_tip,vertical_landmark,1931,iconic,false,high,Empire State Building is the selected vertical landmark most strongly associated with New York City.,Empire State Building es el hito vertical seleccionado con mayor asociación a Nueva York.,16944.8719652146,16.9448719652146,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q9188,2026-09-16
city-q656--ourairports-6489--iconic--wikidata-q736587,city-q656,Saint Petersburg,San Petersburgo,Saint Petersburg,RU,Russia,Rusia,Europe,Eastern Europe,ourairports-6489,Pulkovo Airport,Pulkovo Airport,LED,ULLI,59.800301,30.262501,large_airport,20.7,2025,true,year_round,wikidata-q736587,Peter and Paul Cathedral,Peter and Paul Cathedral,59.950277777778,30.316666666667,122.5,structural_tip,vertical_landmark,1712,iconic,false,high,Peter and Paul Cathedral is the selected vertical landmark most strongly associated with Saint Petersburg.,Peter and Paul Cathedral es el hito vertical seleccionado con mayor asociación a San Petersburgo.,16982.12471709731,16.98212471709731,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q736587,2026-09-16
city-q11953--ourairports-4710--iconic--wikidata-q1706069,city-q11953,Guadalajara,Guadalajara,Guadalajara,MX,Mexico,México,North America,Central America,ourairports-4710,Guadalajara International Airport,Guadalajara International Airport,GDL,MMGL,20.523342,-103.310108,large_airport,17.7102,2023,true,year_round,wikidata-q1706069,Guadalajara Cathedral,Guadalajara Cathedral,20.67697,-103.347,65,structural_tip,building_or_freestanding_tower,1561,iconic,false,high,Guadalajara Cathedral is the selected vertical landmark most strongly associated with Guadalajara.,Guadalajara Cathedral es el hito vertical seleccionado con mayor asociación a Guadalajara.,17437.812417434612,17.43781241743461,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q1706069;guadalajara-cathedral,2026-09-16
city-q8684--ourairports-5656--iconic--wikidata-q69134,city-q8684,Seoul,Seúl,Seoul,KR,South Korea,Corea del Sur,Asia,Eastern Asia,ourairports-5656,Seoul Gimpo International Airport,Seoul Gimpo International Airport,GMP,RKSS,37.5583,126.791,large_airport,24.524065,2022,false,year_round,wikidata-q69134,Namsan Seoul Tower,Namsan Seoul Tower,37.551216,126.988276,236.83,structural_tip,vertical_landmark,1980,iconic,false,high,Namsan Seoul Tower is the selected vertical landmark most strongly associated with Seoul.,Namsan Seoul Tower es el hito vertical seleccionado con mayor asociación a Seúl.,17449.19069148086,17.44919069148086,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q69134,2026-09-16
city-q1335--ourairports-6247--iconic--wikidata-q1519373,city-q1335,Montevideo,Montevideo,Montevideo,UY,Uruguay,Uruguay,South America,South America,ourairports-6247,Carrasco General Cesáreo L. Berisso International Airport,Carrasco General Cesáreo L. Berisso International Airport,MVD,SUMU,-34.835647,-56.026497,large_airport,2.084836,2025,true,year_round,wikidata-q1519373,Palacio Salvo,Palacio Salvo,-34.906725,-56.198308,100,structural_tip,vertical_landmark,1928,iconic,false,high,Palacio Salvo is the selected vertical landmark most strongly associated with Montevideo.,Palacio Salvo es el hito vertical seleccionado con mayor asociación a Montevideo.,17576.840062080457,17.576840062080457,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q1519373;ctbuh-palacio-salvo,2026-09-16
city-q3306--ourairports-4793--iconic--wikidata-q5853834,city-q3306,Panama City,Ciudad de Panamá,Panama City,PA,Panama,Panamá,North America,Central America,ourairports-4793,Tocumen International Airport,Tocumen International Airport,PTY,MPTO,9.07136,-79.383499,large_airport,15.779103,2022,true,year_round,wikidata-q5853834,F&F Tower,F&F Tower,8.98297,-79.5185,236.4,structural_tip,vertical_landmark,2011,iconic,false,high,F&F Tower is the selected vertical landmark most strongly associated with Panama City.,F&F Tower es el hito vertical seleccionado con mayor asociación a Ciudad de Panamá.,17773.46286829002,17.773462868290018,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q5853834;ctbuh-ff-tower,2026-09-16
city-q340--ourairports-1928--iconic--wikidata-q61602719,city-q340,Montreal,Montreal,Montreal,CA,Canada,Canadá,North America,Northern America,ourairports-1928,Montreal / Pierre Elliott Trudeau International Airport,Montreal / Pierre Elliott Trudeau International Airport,YUL,CYUL,45.467837,-73.742294,large_airport,21.550764,2024,true,year_round,wikidata-q61602719,Montreal Tower,Montreal Tower,45.55952,-73.55215,175,structural_tip,vertical_landmark,1973,iconic,false,high,Montreal Tower is the selected vertical landmark most strongly associated with Montreal.,Montreal Tower es el hito vertical seleccionado con mayor asociación a Montreal.,18016.18514428571,18.01618514428571,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q61602719,2026-09-16
city-q62--ourairports-3744--iconic--wikidata-q216865,city-q62,San Francisco,San Francisco,San Francisco,US,United States,Estados Unidos,North America,Northern America,ourairports-3744,Oakland San Francisco Bay Airport,Oakland San Francisco Bay Airport,OAK,KOAK,37.720085,-122.221184,large_airport,9.210509,2025,false,year_round,wikidata-q216865,Transamerica Pyramid,Transamerica Pyramid,37.795135,-122.402748,260,structural_tip,vertical_landmark,1969,iconic,false,high,Transamerica Pyramid is the selected vertical landmark most strongly associated with San Francisco.,Transamerica Pyramid es el hito vertical seleccionado con mayor asociación a San Francisco.,18038.11630519118,18.038116305191178,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q216865,2026-09-16
city-q1156--ourairports-26434--iconic--wikidata-q7285587,city-q1156,Mumbai,Bombay,Mumbai,IN,India,India,Asia,Southern Asia,ourairports-26434,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj International Airport,BOM,VABB,19.088699,72.867897,large_airport,47.204259,2017,true,year_round,wikidata-q7285587,Rajabai Clock Tower,Rajabai Clock Tower,18.92964,72.82999,85.34400000000001,structural_tip,vertical_landmark,1878,iconic,false,high,Rajabai Clock Tower is the selected vertical landmark most strongly associated with Mumbai.,Rajabai Clock Tower es el hito vertical seleccionado con mayor asociación a Bombay.,18053.27322754298,18.05327322754298,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q7285587,2026-09-16
city-q85--ourairports-3183--iconic--wikidata-q614684,city-q85,Cairo,El Cairo,Cairo,EG,Egypt,Egipto,Africa,Northern Africa,ourairports-3183,Cairo International Airport,Cairo International Airport,CAI,HECA,30.111534,31.396694,large_airport,31.137557,2025,true,year_round,wikidata-q614684,Cairo Tower,Cairo Tower,30.04583333,31.22444444,187,structural_tip,vertical_landmark,1961,iconic,false,high,Cairo Tower is the selected vertical landmark most strongly associated with Cairo.,Cairo Tower es el hito vertical seleccionado con mayor asociación a El Cairo.,18133.486368236634,18.133486368236635,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q614684,2026-09-16
city-q1741--ourairports-4434--iconic--wikidata-q5943,city-q1741,Vienna,Viena,Vienna,AT,Austria,Austria,Europe,Western Europe,ourairports-4434,Vienna International Airport,Vienna International Airport,VIE,LOWW,48.110298,16.5697,large_airport,32.559115,2025,true,year_round,wikidata-q5943,St Stephen's Cathedral south tower,Torre sur de la catedral de San Esteban,48.2085,16.373,136.44,structural_tip,church_spire,1433,iconic,false,high,St Stephen's Cathedral south tower was selected as the permanent vertical landmark most strongly associated with Vienna.,Torre sur de la catedral de San Esteban se seleccionó como el hito vertical permanente con mayor asociación a Viena.,18258.520070495822,18.258520070495823,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q5943,2026-09-16
city-q37100--ourairports-5023--iconic--wikidata-q722125,city-q37100,Auckland,Auckland,Auckland,NZ,New Zealand,Nueva Zelanda,Oceania,Australia and New Zealand,ourairports-5023,Auckland International Airport,Auckland International Airport,AKL,NZAA,-37.01199,174.786331,large_airport,21.111613,2019,true,year_round,wikidata-q722125,Sky Tower,Sky Tower,-36.84847,174.76231,328,structural_tip,observation_tower,1997,iconic,false,high,Sky Tower was selected as the permanent vertical landmark most strongly associated with Auckland.,Sky Tower se seleccionó como el hito vertical permanente con mayor asociación a Auckland.,18272.607999326137,18.272607999326137,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q722125,2026-09-16
city-q30002--ourairports-27230--iconic--wikidata-q2118734,city-q30002,Chengdu,Chengdu,Chengdu,CN,China,China,Asia,Eastern Asia,ourairports-27230,Chengdu Shuangliu International Airport,Chengdu Shuangliu International Airport,CTU,ZUUU,30.558257,103.945966,large_airport,33.518945,2025,true,year_round,wikidata-q2118734,West Pearl Tower,West Pearl Tower,30.66444,104.09222,339,structural_tip,freestanding_tower,2004,iconic,false,high,West Pearl Tower is the selected vertical landmark most strongly associated with Chengdu.,West Pearl Tower es el hito vertical seleccionado con mayor asociación a Chengdu.,18309.89529808089,18.30989529808089,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q2118734;ctbuh-west-pearl,2026-09-16
city-q1865--ourairports-26879--iconic--wikidata-q83063,city-q1865,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,MY,Malaysia,Malasia,Asia,South-eastern Asia,ourairports-26879,Sultan Abdul Aziz Shah International Airport,Sultan Abdul Aziz Shah International Airport,SZB,WMSA,3.13058,101.549004,large_airport,0.571913,2021,false,year_round,wikidata-q83063,Petronas Towers,Petronas Towers,3.1577777777777776,101.71166666666667,452.01840000000004,structural_tip,vertical_landmark,1999,iconic,false,high,Petronas Towers is the selected vertical landmark most strongly associated with Kuala Lumpur.,Petronas Towers es el hito vertical seleccionado con mayor asociación a Kuala Lumpur.,18328.870629316447,18.328870629316448,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q83063,2026-09-16
city-q38807--ourairports-4960--iconic--wikidata-q5588695,city-q38807,Suva,Suva,Suva,FJ,Fiji,Fiyi,Oceania,Melanesia,ourairports-4960,Nausori International Airport,Nausori International Airport,SUV,NFNA,-18.044226,178.561486,large_airport,,,true,year_round,wikidata-q5588695,Government Buildings clock tower,Torre del reloj de los Government Buildings,-18.145858,178.424413,30,structural_tip,clock_tower,1939,iconic,false,medium,Government Buildings clock tower was selected as the permanent vertical landmark most strongly associated with Suva.,Torre del reloj de los Government Buildings se seleccionó como el hito vertical permanente con mayor asociación a Suva.,18358.748257604864,18.358748257604866,ourairports-2026-09-14;wikidata-q5588695,2026-09-16
city-q48278--ourairports-6158--iconic--wikidata-q3057904,city-q48278,Medellín,Medellín,Medellín,CO,Colombia,Colombia,South America,South America,ourairports-6158,Jose Maria Córdova International Airport,Jose Maria Córdova International Airport,MDE,SKRG,6.16454,-75.4231,large_airport,13.214155,2022,true,year_round,wikidata-q3057904,Coltejer Building,Coltejer Building,6.250136,-75.566067,175,structural_tip,vertical_landmark,1972,iconic,false,high,Coltejer Building is the selected vertical landmark most strongly associated with Medellín.,Coltejer Building es el hito vertical seleccionado con mayor asociación a Medellín.,18437.673450083556,18.437673450083555,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q3057904,2026-09-16
city-q1781--ourairports-4296--iconic--wikidata-q11819,city-q1781,Budapest,Budapest,Budapest,HU,Hungary,Hungría,Europe,Eastern Europe,ourairports-4296,Budapest Liszt Ferenc International Airport,Budapest Liszt Ferenc International Airport,BUD,LHBP,47.43018,19.262393,large_airport,17.574413,2024,true,year_round,wikidata-q11819,Hungarian Parliament Building,Hungarian Parliament Building,47.50694444444444,19.045555555555556,96,structural_tip,vertical_landmark,1904,iconic,false,high,Hungarian Parliament Building is the selected vertical landmark most strongly associated with Budapest.,Hungarian Parliament Building es el hito vertical seleccionado con mayor asociación a Budapest.,18440.891687061005,18.440891687061004,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q11819,2026-09-16
city-q11725--ourairports-27228--iconic--wikidata-q6683399,city-q11725,Chongqing,Chongqing,Chongqing,CN,China,China,Asia,Eastern Asia,ourairports-27228,Chongqing Jiangbei International Airport,Chongqing Jiangbei International Airport,CKG,ZUCK,29.712254,106.651895,large_airport,21.673547,2022,true,year_round,wikidata-q6683399,People's Liberation Monument,Monumento a la Liberación del Pueblo,29.560167,106.573361,27.5,structural_tip,monument,1947,iconic,false,high,People's Liberation Monument was selected as the permanent vertical landmark most strongly associated with Chongqing.,Monumento a la Liberación del Pueblo se seleccionó como el hito vertical permanente con mayor asociación a Chongqing.,18494.23803468182,18.49423803468182,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q6683399,2026-09-16
city-q35178--ourairports-5220--iconic--wikidata-q1335640,city-q35178,Kuwait City,Ciudad de Kuwait,Kuwait City,KW,Kuwait,Kuwait,Asia,Western Asia,ourairports-5220,Kuwait International Airport,Kuwait International Airport,KWI,OKKK,29.224487,47.969813,large_airport,15.448909,2019,true,year_round,wikidata-q1335640,Kuwait Towers,Kuwait Towers,29.39,48.003055555555555,187,structural_tip,vertical_landmark,1977,iconic,false,high,Kuwait Towers is the selected vertical landmark most strongly associated with Kuwait City.,Kuwait Towers es el hito vertical seleccionado con mayor asociación a Ciudad de Kuwait.,18627.68687804855,18.62768687804855,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q1335640,2026-09-16
city-q64--ourairports-301881--iconic--wikidata-q151356,city-q64,Berlin,Berlín,Berlin,DE,Germany,Alemania,Europe,Western Europe,ourairports-301881,Berlin Brandenburg Airport,Berlin Brandenburg Airport,BER,EDDB,52.361738,13.502341,large_airport,25.465872,2024,true,year_round,wikidata-q151356,Fernsehturm Berlin,Fernsehturm Berlin,52.520833333,13.409444444,368,structural_tip,building_or_freestanding_tower,1969,iconic,false,high,Fernsehturm Berlin is the selected vertical landmark most strongly associated with Berlin.,Fernsehturm Berlin es el hito vertical seleccionado con mayor asociación a Berlín.,18796.721717537723,18.79672171753772,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q151356,2026-09-16
city-q11974--ourairports-3081--iconic--wikidata-q1385934,city-q11974,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,ES,Spain,España,Europe,Southern Europe,ourairports-3081,Gran Canaria Airport,Gran Canaria Airport,LPA,GCLP,27.9319,-15.3866,large_airport,15.826553,2025,true,year_round,wikidata-q1385934,Cathedral Basilica of St. Ann,Cathedral Basilica of St. Ann,28.10083333,-15.41472222,50,structural_tip,building_or_freestanding_tower,1570,iconic,false,high,Cathedral Basilica of St. Ann is the selected vertical landmark most strongly associated with Las Palmas de Gran Canaria.,Cathedral Basilica of St. Ann es el hito vertical seleccionado con mayor asociación a Las Palmas de Gran Canaria.,18924.336173013613,18.924336173013614,ourairports-2026-09-14;aena-2025-annual-traffic;wikidata-q1385934,2026-09-16
city-q384--ourairports-4573--iconic--wikidata-q1890632,city-q384,Skopje,Skopie,Skopje,MK,North Macedonia,Macedonia del Norte,Europe,Southern Europe,ourairports-4573,Skopje International Airport,Skopje International Airport,SKP,LWSK,41.958087,21.622581,large_airport,2.883378,2023,true,year_round,wikidata-q1890632,Millennium Cross,Millennium Cross,41.965027,21.39441,66,structural_tip,building_or_freestanding_tower,2002,iconic,false,high,Millennium Cross is the selected vertical landmark most strongly associated with Skopje.,Millennium Cross es el hito vertical seleccionado con mayor asociación a Skopie.,18931.20962906582,18.93120962906582,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q1890632;visit-skopje-millennium,2026-09-16
city-q5083--ourairports-3875--iconic--wikidata-q5317,city-q5083,Seattle,Seattle,Seattle,US,United States,Estados Unidos,North America,Northern America,ourairports-3875,Seattle–Tacoma International Airport,Seattle–Tacoma International Airport,SEA,KSEA,47.447943,-122.310276,large_airport,52.715181,2025,true,year_round,wikidata-q5317,Space Needle,Space Needle,47.6204,-122.3491,184,structural_tip,vertical_landmark,1962,iconic,false,high,Space Needle is the selected vertical landmark most strongly associated with Seattle.,Space Needle es el hito vertical seleccionado con mayor asociación a Seattle.,19395.541405714586,19.395541405714585,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q5317,2026-09-16
city-q203263--ourairports-4251--iconic--wikidata-q10288,city-q203263,Athens,Atenas,Athens,GR,Greece,Grecia,Europe,Southern Europe,ourairports-4251,Athens Eleftherios Venizelos International Airport,Athens Eleftherios Venizelos International Airport,ATH,LGAV,37.936401,23.9445,large_airport,22.72875,2022,true,year_round,wikidata-q10288,Parthenon,Parthenon,37.971527,23.726601,13.72,structural_tip,building_or_freestanding_tower,500,iconic,false,high,Parthenon is the selected vertical landmark most strongly associated with Athens.,Parthenon es el hito vertical seleccionado con mayor asociación a Atenas.,19543.407216611446,19.543407216611445,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q10288,2026-09-16
city-q65--ourairports-3632--iconic--wikidata-q368489,city-q65,Los Angeles,Los Ángeles,Los Angeles,US,United States,Estados Unidos,North America,Northern America,ourairports-3632,Los Angeles International Airport,Los Angeles International Airport,LAX,KLAX,33.942501,-118.407997,large_airport,73.709594,2025,true,year_round,wikidata-q368489,Los Angeles City Hall,Los Angeles City Hall,34.0536,-118.243,138,structural_tip,vertical_landmark,1928,iconic,false,high,Los Angeles City Hall is the selected vertical landmark most strongly associated with Los Angeles.,Los Angeles City Hall es el hito vertical seleccionado con mayor asociación a Los Ángeles.,19601.815728619655,19.601815728619655,ourairports-2026-09-14;aci-world-2025-passengers;wikidata-q368489,2026-09-16
city-q62--ourairports-3878--iconic--wikidata-q216865,city-q62,San Francisco,San Francisco,San Francisco,US,United States,Estados Unidos,North America,Northern America,ourairports-3878,San Francisco International Airport,San Francisco International Airport,SFO,KSFO,37.619806,-122.374821,large_airport,54.532613,2025,true,year_round,wikidata-q216865,Transamerica Pyramid,Transamerica Pyramid,37.795135,-122.402748,260,structural_tip,vertical_landmark,1969,iconic,false,high,Transamerica Pyramid is the selected vertical landmark most strongly associated with San Francisco.,Transamerica Pyramid es el hito vertical seleccionado con mayor asociación a San Francisco.,19615.13147935465,19.615131479354652,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q216865,2026-09-16
city-q65--ourairports-3432--iconic--wikidata-q368489,city-q65,Los Angeles,Los Ángeles,Los Angeles,US,United States,Estados Unidos,North America,Northern America,ourairports-3432,Hollywood Burbank/Bob Hope Airport,Hollywood Burbank/Bob Hope Airport,BUR,KBUR,34.202834,-118.35805,large_airport,6.034729,2023,false,year_round,wikidata-q368489,Los Angeles City Hall,Los Angeles City Hall,34.0536,-118.243,138,structural_tip,vertical_landmark,1928,iconic,false,high,Los Angeles City Hall is the selected vertical landmark most strongly associated with Los Angeles.,Los Angeles City Hall es el hito vertical seleccionado con mayor asociación a Los Ángeles.,19663.650224731686,19.663650224731686,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q368489,2026-09-16
city-q2900--ourairports-308273--iconic--wikidata-q4868435,city-q2900,Quito,Quito,Quito,EC,Ecuador,Ecuador,South America,South America,ourairports-308273,Mariscal Sucre International Airport,Mariscal Sucre International Airport,UIO,SEQM,-0.125399,-78.354306,large_airport,4.3,2022,true,year_round,wikidata-q4868435,Basilica of the National Vow,Basilica of the National Vow,-0.215,-78.50738888888888,83,structural_tip,building_or_freestanding_tower,1988,iconic,false,high,Basilica of the National Vow is the selected vertical landmark most strongly associated with Quito.,Basilica of the National Vow es el hito vertical seleccionado con mayor asociación a Quito.,19711.84100103733,19.71184100103733,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q4868435,2026-09-16
city-q3630--ourairports-26835--iconic--wikidata-q145151,city-q3630,Jakarta,Yakarta,Jakarta,ID,Indonesia,Indonesia,Asia,South-eastern Asia,ourairports-26835,Soekarno-Hatta International Airport,Soekarno-Hatta International Airport,CGK,WIII,-6.12557,106.655998,large_airport,54.8095,2024,true,year_round,wikidata-q145151,National Monument (Monas),Monumento Nacional (Monas),-6.17538889,106.82713889,137,structural_tip,monument,1975,iconic,false,high,National Monument (Monas) was selected as the permanent vertical landmark most strongly associated with Jakarta.,Monumento Nacional (Monas) se seleccionó como el hito vertical permanente con mayor asociación a Yakarta.,19727.30393472937,19.72730393472937,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q145151,2026-09-16
city-q172--ourairports-1990--iconic--wikidata-q134883,city-q172,Toronto,Toronto,Toronto,CA,Canada,Canadá,North America,Northern America,ourairports-1990,Toronto Pearson International Airport,Toronto Pearson International Airport,YYZ,CYYZ,43.675935,-79.629421,large_airport,45.714326,2024,true,year_round,wikidata-q134883,CN Tower,CN Tower,43.642752777,-79.387147222,553.3,structural_tip,building_or_freestanding_tower,1976,iconic,false,high,CN Tower is the selected vertical landmark most strongly associated with Toronto.,CN Tower es el hito vertical seleccionado con mayor asociación a Toronto.,19887.395880807395,19.887395880807397,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q134883,2026-09-16
city-q220--ourairports-4372--iconic--wikidata-q12512,city-q220,Rome,Roma,Rome,IT,Italy,Italia,Europe,Southern Europe,ourairports-4372,Rome–Fiumicino Leonardo da Vinci International Airport,Rome–Fiumicino Leonardo da Vinci International Airport,FCO,LIRF,41.804532,12.251998,large_airport,51.306744,2025,true,year_round,wikidata-q12512,St. Peter's Basilica,St. Peter's Basilica,41.90222222222222,12.453416666666667,136.6,structural_tip,vertical_landmark,1506,iconic,false,high,St. Peter's Basilica is the selected vertical landmark most strongly associated with Rome.,St. Peter's Basilica es el hito vertical seleccionado con mayor asociación a Roma.,19937.153622395927,19.937153622395925,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q12512,2026-09-16
city-q3141--ourairports-27066--iconic--wikidata-q4801443,city-q3141,Melbourne,Melbourne,Melbourne,AU,Australia,Australia,Oceania,Australia and New Zealand,ourairports-27066,Melbourne Airport,Melbourne Airport,MEL,YMML,-37.670732,144.837898,large_airport,25.690854,2022,true,year_round,wikidata-q4801443,Arts Centre Melbourne spire,Aguja del Arts Centre Melbourne,-37.82027778,144.96833333,162,structural_tip,spire,1984,iconic,false,high,Arts Centre Melbourne spire was selected as the permanent vertical landmark most strongly associated with Melbourne.,Aguja del Arts Centre Melbourne se seleccionó como el hito vertical permanente con mayor asociación a Melbourne.,20190.616779764856,20.190616779764856,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q4801443,2026-09-16
city-q34647--ourairports-31055--iconic--wikidata-q1563940,city-q34647,Johannesburg,Johannesburgo,Johannesburg,ZA,South Africa,Sudáfrica,Africa,Southern Africa,ourairports-31055,O.R. Tambo International Airport,O.R. Tambo International Airport,JNB,FAOR,-26.140081,28.246801,large_airport,21.237208,2017,true,year_round,wikidata-q1563940,Hillbrow Tower,Hillbrow Tower,-26.186944444,28.049166666,269,structural_tip,building_or_freestanding_tower,1971,iconic,false,high,Hillbrow Tower is the selected vertical landmark most strongly associated with Johannesburg.,Hillbrow Tower es el hito vertical seleccionado con mayor asociación a Johannesburgo.,20429.97775692894,20.42997775692894,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q1563940,2026-09-16
city-q16555--ourairports-3588--iconic--wikidata-q1357650,city-q16555,Houston,Houston,Houston,US,United States,Estados Unidos,North America,Northern America,ourairports-3588,William P. Hobby Airport,William P. Hobby Airport,HOU,KHOU,29.645336,-95.276812,large_airport,13.908466,2023,false,year_round,wikidata-q1357650,Williams Tower,Williams Tower,29.73722222,-95.46138889,274.6,structural_tip,building,1982,iconic,false,high,Williams Tower was selected as the permanent vertical landmark most strongly associated with Houston.,Williams Tower se seleccionó como el hito vertical permanente con mayor asociación a Houston.,20563.643329537495,20.563643329537495,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q1357650,2026-09-16
