observation_id,city_id,city_name_en,city_name_es,city_name_local,country_code,country_name_en,country_name_es,continent,region,airport_id,airport_name,airport_name_es,iata,icao,airport_latitude,airport_longitude,airport_type,primary_airport,service_pattern,tower_id,tower_name,tower_name_es,tower_latitude,tower_longitude,height_m,height_basis,tower_type,completed_year,mode,co_tallest,confidence,selection_reason_en,selection_reason_es,distance_m,distance_km,source_ids,reviewed_at
city-q48278--ourairports-6158--iconic--wikidata-q3057904,city-q48278,Medellín,Medellín,Medellín,CO,Colombia,Colombia,South America,South America,ourairports-6158,Jose Maria Córdova International Airport,Jose Maria Córdova International Airport,MDE,SKRG,6.16454,-75.4231,large_airport,true,year_round,wikidata-q3057904,Coltejer Building,Coltejer Building,6.250136,-75.566067,175,structural_tip,vertical_landmark,1972,iconic,false,high,Coltejer Building is the selected vertical landmark most strongly associated with Medellín.,Coltejer Building es el hito vertical seleccionado con mayor asociación a Medellín.,18437.673450083556,18.437673450083555,ourairports-2026-09-14;wikidata-q3057904,2026-09-14
city-q1781--ourairports-4296--iconic--wikidata-q11819,city-q1781,Budapest,Budapest,Budapest,HU,Hungary,Hungría,Europe,Eastern Europe,ourairports-4296,Budapest Liszt Ferenc International Airport,Budapest Liszt Ferenc International Airport,BUD,LHBP,47.43018,19.262393,large_airport,true,year_round,wikidata-q11819,Hungarian Parliament Building,Hungarian Parliament Building,47.50694444444444,19.045555555555556,96,structural_tip,vertical_landmark,1904,iconic,false,high,Hungarian Parliament Building is the selected vertical landmark most strongly associated with Budapest.,Hungarian Parliament Building es el hito vertical seleccionado con mayor asociación a Budapest.,18440.891687061005,18.440891687061004,ourairports-2026-09-14;wikidata-q11819,2026-09-14
city-q35178--ourairports-5220--iconic--wikidata-q1335640,city-q35178,Kuwait City,Ciudad de Kuwait,Kuwait City,KW,Kuwait,Kuwait,Asia,Western Asia,ourairports-5220,Kuwait International Airport,Kuwait International Airport,KWI,OKKK,29.224487,47.969813,large_airport,true,year_round,wikidata-q1335640,Kuwait Towers,Kuwait Towers,29.39,48.003055555555555,187,structural_tip,vertical_landmark,1977,iconic,false,high,Kuwait Towers is the selected vertical landmark most strongly associated with Kuwait City.,Kuwait Towers es el hito vertical seleccionado con mayor asociación a Ciudad de Kuwait.,18627.68687804855,18.62768687804855,ourairports-2026-09-14;wikidata-q1335640,2026-09-14
city-q1741--ourairports-4434--iconic--wikidata-q686544,city-q1741,Vienna,Viena,Vienna,AT,Austria,Austria,Europe,Western Europe,ourairports-4434,Vienna International Airport,Vienna International Airport,VIE,LOWW,48.110298,16.5697,large_airport,true,year_round,wikidata-q686544,Donauturm,Donauturm,48.24023,16.41003,252,structural_tip,building_or_freestanding_tower,1900,iconic,false,low,Donauturm is the selected vertical landmark most strongly associated with Vienna.,Donauturm es el hito vertical seleccionado con mayor asociación a Viena.,18701.5906698684,18.701590669868402,ourairports-2026-09-14;wikidata-q686544,2026-09-14
city-q3141--ourairports-27066--iconic--wikidata-q19817555,city-q3141,Melbourne,Melbourne,Melbourne,AU,Australia,Australia,Oceania,Australia and New Zealand,ourairports-27066,Melbourne Airport,Melbourne Airport,MEL,YMML,-37.670732,144.837898,large_airport,true,year_round,wikidata-q19817555,Light House Melbourne,Light House Melbourne,-37.80836111,144.96083333,715,structural_tip,building_or_freestanding_tower,1900,iconic,false,low,Light House Melbourne is the selected vertical landmark most strongly associated with Melbourne.,Light House Melbourne es el hito vertical seleccionado con mayor asociación a Melbourne.,18728.59340147304,18.72859340147304,ourairports-2026-09-14;wikidata-q19817555,2026-09-14
city-q64--ourairports-301881--iconic--wikidata-q151356,city-q64,Berlin,Berlín,Berlin,DE,Germany,Alemania,Europe,Western Europe,ourairports-301881,Berlin Brandenburg Airport,Berlin Brandenburg Airport,BER,EDDB,52.361738,13.502341,large_airport,true,year_round,wikidata-q151356,Fernsehturm Berlin,Fernsehturm Berlin,52.520833333,13.409444444,368,structural_tip,building_or_freestanding_tower,1969,iconic,false,high,Fernsehturm Berlin is the selected vertical landmark most strongly associated with Berlin.,Fernsehturm Berlin es el hito vertical seleccionado con mayor asociación a Berlín.,18796.721717537723,18.79672171753772,ourairports-2026-09-14;wikidata-q151356,2026-09-14
city-q384--ourairports-4573--iconic--wikidata-q1890632,city-q384,Skopje,Skopie,Skopje,MK,North Macedonia,Macedonia del Norte,Europe,Southern Europe,ourairports-4573,Skopje International Airport,Skopje International Airport,SKP,LWSK,41.958087,21.622581,large_airport,true,year_round,wikidata-q1890632,Millennium Cross,Millennium Cross,41.965027,21.39441,50,structural_tip,building_or_freestanding_tower,2002,iconic,false,high,Millennium Cross is the selected vertical landmark most strongly associated with Skopje.,Millennium Cross es el hito vertical seleccionado con mayor asociación a Skopie.,18931.20962906582,18.93120962906582,ourairports-2026-09-14;wikidata-q1890632,2026-09-14
city-q5083--ourairports-3875--iconic--wikidata-q5317,city-q5083,Seattle,Seattle,Seattle,US,United States,Estados Unidos,North America,Northern America,ourairports-3875,Seattle–Tacoma International Airport,Seattle–Tacoma International Airport,SEA,KSEA,47.447943,-122.310276,large_airport,true,year_round,wikidata-q5317,Space Needle,Space Needle,47.6204,-122.3491,184,structural_tip,vertical_landmark,1962,iconic,false,high,Space Needle is the selected vertical landmark most strongly associated with Seattle.,Space Needle es el hito vertical seleccionado con mayor asociación a Seattle.,19395.541405714586,19.395541405714585,ourairports-2026-09-14;wikidata-q5317,2026-09-14
city-q203263--ourairports-4251--iconic--wikidata-q10288,city-q203263,Athens,Atenas,Athens,GR,Greece,Grecia,Europe,Southern Europe,ourairports-4251,Athens Eleftherios Venizelos International Airport,Athens Eleftherios Venizelos International Airport,ATH,LGAV,37.936401,23.9445,large_airport,true,year_round,wikidata-q10288,Parthenon,Parthenon,37.971527,23.726601,13.72,structural_tip,building_or_freestanding_tower,500,iconic,false,high,Parthenon is the selected vertical landmark most strongly associated with Athens.,Parthenon es el hito vertical seleccionado con mayor asociación a Atenas.,19543.407216611446,19.543407216611445,ourairports-2026-09-14;wikidata-q10288,2026-09-14
city-q65--ourairports-3632--iconic--wikidata-q368489,city-q65,Los Angeles,Los Ángeles,Los Angeles,US,United States,Estados Unidos,North America,Northern America,ourairports-3632,Los Angeles International Airport,Los Angeles International Airport,LAX,KLAX,33.942501,-118.407997,large_airport,true,year_round,wikidata-q368489,Los Angeles City Hall,Los Angeles City Hall,34.0536,-118.243,138,structural_tip,vertical_landmark,1928,iconic,false,high,Los Angeles City Hall is the selected vertical landmark most strongly associated with Los Angeles.,Los Angeles City Hall es el hito vertical seleccionado con mayor asociación a Los Ángeles.,19601.815728619655,19.601815728619655,ourairports-2026-09-14;wikidata-q368489,2026-09-14
city-q62--ourairports-3878--iconic--wikidata-q216865,city-q62,San Francisco,San Francisco,San Francisco,US,United States,Estados Unidos,North America,Northern America,ourairports-3878,San Francisco International Airport,San Francisco International Airport,SFO,KSFO,37.619806,-122.374821,large_airport,true,year_round,wikidata-q216865,Transamerica Pyramid,Transamerica Pyramid,37.795135,-122.402748,260,structural_tip,vertical_landmark,1969,iconic,false,high,Transamerica Pyramid is the selected vertical landmark most strongly associated with San Francisco.,Transamerica Pyramid es el hito vertical seleccionado con mayor asociación a San Francisco.,19615.13147935465,19.615131479354652,ourairports-2026-09-14;wikidata-q216865,2026-09-14
city-q65--ourairports-3432--iconic--wikidata-q368489,city-q65,Los Angeles,Los Ángeles,Los Angeles,US,United States,Estados Unidos,North America,Northern America,ourairports-3432,Hollywood Burbank/Bob Hope Airport,Hollywood Burbank/Bob Hope Airport,BUR,KBUR,34.202834,-118.35805,large_airport,false,year_round,wikidata-q368489,Los Angeles City Hall,Los Angeles City Hall,34.0536,-118.243,138,structural_tip,vertical_landmark,1928,iconic,false,high,Los Angeles City Hall is the selected vertical landmark most strongly associated with Los Angeles.,Los Angeles City Hall es el hito vertical seleccionado con mayor asociación a Los Ángeles.,19663.650224731686,19.663650224731686,ourairports-2026-09-14;wikidata-q368489,2026-09-14
city-q2900--ourairports-308273--iconic--wikidata-q4868435,city-q2900,Quito,Quito,Quito,EC,Ecuador,Ecuador,South America,South America,ourairports-308273,Mariscal Sucre International Airport,Mariscal Sucre International Airport,UIO,SEQM,-0.125399,-78.354306,large_airport,true,year_round,wikidata-q4868435,Basilica of the National Vow,Basilica of the National Vow,-0.215,-78.50738888888888,83,structural_tip,building_or_freestanding_tower,1988,iconic,false,high,Basilica of the National Vow is the selected vertical landmark most strongly associated with Quito.,Basilica of the National Vow es el hito vertical seleccionado con mayor asociación a Quito.,19711.84100103733,19.71184100103733,ourairports-2026-09-14;wikidata-q4868435,2026-09-14
city-q172--ourairports-1990--iconic--wikidata-q134883,city-q172,Toronto,Toronto,Toronto,CA,Canada,Canadá,North America,Northern America,ourairports-1990,Toronto Pearson International Airport,Toronto Pearson International Airport,YYZ,CYYZ,43.675935,-79.629421,large_airport,true,year_round,wikidata-q134883,CN Tower,CN Tower,43.642752777,-79.387147222,553.3,structural_tip,building_or_freestanding_tower,1976,iconic,false,high,CN Tower is the selected vertical landmark most strongly associated with Toronto.,CN Tower es el hito vertical seleccionado con mayor asociación a Toronto.,19887.395880807395,19.887395880807397,ourairports-2026-09-14;wikidata-q134883,2026-09-14
city-q220--ourairports-4372--iconic--wikidata-q12512,city-q220,Rome,Roma,Rome,IT,Italy,Italia,Europe,Southern Europe,ourairports-4372,Rome–Fiumicino Leonardo da Vinci International Airport,Rome–Fiumicino Leonardo da Vinci International Airport,FCO,LIRF,41.804532,12.251998,large_airport,true,year_round,wikidata-q12512,St. Peter's Basilica,St. Peter's Basilica,41.90222222222222,12.453416666666667,136.6,structural_tip,vertical_landmark,1506,iconic,false,high,St. Peter's Basilica is the selected vertical landmark most strongly associated with Rome.,St. Peter's Basilica es el hito vertical seleccionado con mayor asociación a Roma.,19937.153622395927,19.937153622395925,ourairports-2026-09-14;wikidata-q12512,2026-09-14
city-q3630--ourairports-26835--iconic--wikidata-q30686870,city-q3630,Jakarta,Yakarta,Jakarta,ID,Indonesia,Indonesia,Asia,South-eastern Asia,ourairports-26835,Soekarno-Hatta International Airport,Soekarno-Hatta International Airport,CGK,WIII,-6.12557,106.655998,large_airport,true,year_round,wikidata-q30686870,Thamrin Nine,Thamrin Nine,-6.19914,106.82263,382.9,structural_tip,building_or_freestanding_tower,1900,iconic,false,low,Thamrin Nine is the selected vertical landmark most strongly associated with Jakarta.,Thamrin Nine es el hito vertical seleccionado con mayor asociación a Yakarta.,20157.724468982946,20.157724468982945,ourairports-2026-09-14;wikidata-q30686870,2026-09-14
city-q34647--ourairports-31055--iconic--wikidata-q1563940,city-q34647,Johannesburg,Johannesburgo,Johannesburg,ZA,South Africa,Sudáfrica,Africa,Southern Africa,ourairports-31055,O.R. Tambo International Airport,O.R. Tambo International Airport,JNB,FAOR,-26.140081,28.246801,large_airport,true,year_round,wikidata-q1563940,Hillbrow Tower,Hillbrow Tower,-26.186944444,28.049166666,269,structural_tip,building_or_freestanding_tower,1971,iconic,false,high,Hillbrow Tower is the selected vertical landmark most strongly associated with Johannesburg.,Hillbrow Tower es el hito vertical seleccionado con mayor asociación a Johannesburgo.,20429.97775692894,20.42997775692894,ourairports-2026-09-14;wikidata-q1563940,2026-09-14
city-q3881--ourairports-2894--iconic--wikidata-q21007716,city-q3881,Lusaka,Lusaka,Lusaka,ZM,Zambia,Zambia,Africa,Eastern Africa,ourairports-2894,Kenneth Kaunda International Airport,Kenneth Kaunda International Airport,LUN,FLKK,-15.330833,28.452722,large_airport,true,year_round,wikidata-q21007716,FINDECO House,FINDECO House,-15.4243,28.2838,50,structural_tip,building_or_freestanding_tower,1900,iconic,false,high,FINDECO House is the selected vertical landmark most strongly associated with Lusaka.,FINDECO House es el hito vertical seleccionado con mayor asociación a Lusaka.,20877.159738319817,20.87715973831982,ourairports-2026-09-14;wikidata-q21007716,2026-09-14
city-q174--ourairports-5910--iconic--wikidata-q169420,city-q174,São Paulo,São Paulo,São Paulo,BR,Brazil,Brasil,South America,South America,ourairports-5910,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,GRU,SBGR,-23.431274,-46.469954,large_airport,true,year_round,wikidata-q169420,Edifício Altino Arantes,Edifício Altino Arantes,-23.54567499999998,-46.63409999999999,161.22,structural_tip,vertical_landmark,1947,iconic,false,high,Edifício Altino Arantes is the selected vertical landmark most strongly associated with São Paulo.,Edifício Altino Arantes es el hito vertical seleccionado con mayor asociación a São Paulo.,21016.13930816067,21.016139308160668,ourairports-2026-09-14;wikidata-q169420,2026-09-14
city-q3711--ourairports-4610--iconic--wikidata-q1258275,city-q3711,Belgrade,Belgrado,Belgrade,RS,Serbia,Serbia,Europe,Southern Europe,ourairports-4610,Belgrade Nikola Tesla Airport,Belgrade Nikola Tesla Airport,BEG,LYBE,44.818401,20.309099,large_airport,true,year_round,wikidata-q1258275,Avala Tower,Avala Tower,44.695833333,20.514444444,204.68,structural_tip,building_or_freestanding_tower,2010,iconic,false,high,Avala Tower is the selected vertical landmark most strongly associated with Belgrade.,Avala Tower es el hito vertical seleccionado con mayor asociación a Belgrado.,21210.324962784132,21.21032496278413,ourairports-2026-09-14;wikidata-q1258275,2026-09-14
city-q60--ourairports-3622--iconic--wikidata-q9188,city-q60,New York City,Nueva York,New York City,US,United States,Estados Unidos,North America,Northern America,ourairports-3622,John F. Kennedy International Airport,John F. Kennedy International Airport,JFK,KJFK,40.639447,-73.779317,large_airport,true,year_round,wikidata-q9188,Empire State Building,Empire State Building,40.748333333333335,-73.98555555555555,453,structural_tip,vertical_landmark,1931,iconic,false,high,Empire State Building is the selected vertical landmark most strongly associated with New York City.,Empire State Building es el hito vertical seleccionado con mayor asociación a Nueva York.,21215.075115065138,21.215075115065137,ourairports-2026-09-14;wikidata-q9188,2026-09-14
city-q649--ourairports-26396--iconic--wikidata-q181324,city-q649,Moscow,Moscú,Moscow,RU,Russia,Rusia,Europe,Eastern Europe,ourairports-26396,Sheremetyevo International Airport,Sheremetyevo International Airport,SVO,UUEE,55.976858,37.41121,large_airport,true,year_round,wikidata-q181324,Ostankino Tower,Ostankino Tower,55.819722222,37.611666666,540.1,structural_tip,building_or_freestanding_tower,1900,iconic,false,high,Ostankino Tower is the selected vertical landmark most strongly associated with Moscow.,Ostankino Tower es el hito vertical seleccionado con mayor asociación a Moscú.,21525.331472786354,21.525331472786355,ourairports-2026-09-14;wikidata-q181324,2026-09-14
city-q956--ourairports-27188--iconic--wikidata-q197833,city-q956,Beijing,Pekín,Beijing,CN,China,China,Asia,Eastern Asia,ourairports-27188,Beijing Capital International Airport,Beijing Capital International Airport,PEK,ZBAA,40.077349,116.596702,large_airport,true,year_round,wikidata-q197833,China Zun,China Zun,39.911388888,116.460277777,528,structural_tip,building_or_freestanding_tower,1900,iconic,false,low,China Zun is the selected vertical landmark most strongly associated with Beijing.,China Zun es el hito vertical seleccionado con mayor asociación a Pekín.,21801.4921028069,21.8014921028069,ourairports-2026-09-14;wikidata-q197833,2026-09-14
city-q36947--ourairports-5977--iconic--wikidata-q1328348,city-q36947,Salvador,Salvador de Bahía,Salvador,BR,Brazil,Brasil,South America,South America,ourairports-5977,Deputado Luiz Eduardo Magalhães International Airport,Deputado Luiz Eduardo Magalhães International Airport,SSA,SBSV,-12.908611,-38.322498,large_airport,true,year_round,wikidata-q1328348,Elevador Lacerda,Elevador Lacerda,-12.97421745,-38.513143886122,50,structural_tip,vertical_landmark,1869,iconic,false,high,Elevador Lacerda is the selected vertical landmark most strongly associated with Salvador.,Elevador Lacerda es el hito vertical seleccionado con mayor asociación a Salvador de Bahía.,21923.311556372493,21.923311556372493,ourairports-2026-09-14;wikidata-q1328348,2026-09-14
city-q11725--ourairports-27228--iconic--wikidata-q1666430,city-q11725,Chongqing,Chongqing,Chongqing,CN,China,China,Asia,Eastern Asia,ourairports-27228,Chongqing Jiangbei International Airport,Chongqing Jiangbei International Airport,CKG,ZUCK,29.712254,106.651895,large_airport,true,year_round,wikidata-q1666430,International Commerce Center 1,International Commerce Center 1,29.55315,106.513725,458,structural_tip,building_or_freestanding_tower,1900,iconic,false,low,International Commerce Center 1 is the selected vertical landmark most strongly associated with Chongqing.,International Commerce Center 1 es el hito vertical seleccionado con mayor asociación a Chongqing.,22137.39990593291,22.13739990593291,ourairports-2026-09-14;wikidata-q1666430,2026-09-14
city-q1861--ourairports-26638--iconic--wikidata-q724970,city-q1861,Bangkok,Bangkok,Bangkok,TH,Thailand,Tailandia,Asia,South-eastern Asia,ourairports-26638,Don Mueang International Airport,Don Mueang International Airport,DMK,VTBD,13.9126,100.607002,large_airport,false,year_round,wikidata-q724970,Wat Arun,Wat Arun,13.743688888888888,100.48891944444445,50,structural_tip,vertical_landmark,1656,iconic,false,high,Wat Arun is the selected vertical landmark most strongly associated with Bangkok.,Wat Arun es el hito vertical seleccionado con mayor asociación a Bangkok.,22632.252058176546,22.632252058176547,ourairports-2026-09-14;wikidata-q724970,2026-09-14
city-q84--ourairports-2434--iconic--wikidata-q41225,city-q84,London,Londres,London,GB,United Kingdom,Reino Unido,Europe,Northern Europe,ourairports-2434,London Heathrow Airport,London Heathrow Airport,LHR,EGLL,51.470748,-0.459909,large_airport,true,year_round,wikidata-q41225,Big Ben,Big Ben,51.50067,-0.12457,96,structural_tip,vertical_landmark,1843,iconic,false,high,Big Ben is the selected vertical landmark most strongly associated with London.,Big Ben es el hito vertical seleccionado con mayor asociación a Londres.,23530.062043952446,23.530062043952448,ourairports-2026-09-14;wikidata-q41225,2026-09-14
city-q81033--ourairports-4732--iconic--wikidata-q5436075,city-q81033,Monterrey,Monterrey,Monterrey,MX,Mexico,México,North America,Central America,ourairports-4732,Monterrey International Airport,Monterrey International Airport,MTY,MMMY,25.778521,-100.106989,large_airport,true,year_round,wikidata-q5436075,Faro del Comercio,Faro del Comercio,25.666194444444,-100.31002777778,50,structural_tip,building_or_freestanding_tower,1900,iconic,false,high,Faro del Comercio is the selected vertical landmark most strongly associated with Monterrey.,Faro del Comercio es el hito vertical seleccionado con mayor asociación a Monterrey.,23874.789539371635,23.874789539371637,ourairports-2026-09-14;wikidata-q5436075,2026-09-14
city-q16555--ourairports-3604--iconic--wikidata-q935919,city-q16555,Houston,Houston,Houston,US,United States,Estados Unidos,North America,Northern America,ourairports-3604,George Bush Intercontinental Airport,George Bush Intercontinental Airport,IAH,KIAH,29.9844,-95.3414,large_airport,true,year_round,wikidata-q935919,JPMorgan Chase Tower,JPMorgan Chase Tower,29.760556,-95.363889,305.4,structural_tip,building_or_freestanding_tower,1900,iconic,false,low,JPMorgan Chase Tower is the selected vertical landmark most strongly associated with Houston.,JPMorgan Chase Tower es el hito vertical seleccionado con mayor asociación a Houston.,24908.110881136927,24.908110881136928,ourairports-2026-09-14;wikidata-q935919,2026-09-14
city-q1297--ourairports-3754--iconic--wikidata-q29294,city-q1297,Chicago,Chicago,Chicago,US,United States,Estados Unidos,North America,Northern America,ourairports-3754,Chicago O'Hare International Airport,Chicago O'Hare International Airport,ORD,KORD,41.9786,-87.9048,large_airport,true,year_round,wikidata-q29294,Willis Tower,Willis Tower,41.878611,-87.635833,442.1,structural_tip,vertical_landmark,1973,iconic,false,high,Willis Tower is the selected vertical landmark most strongly associated with Chicago.,Willis Tower es el hito vertical seleccionado con mayor asociación a Chicago.,24920.54837198591,24.920548371985912,ourairports-2026-09-14;wikidata-q29294,2026-09-14
city-q1899--ourairports-6467--iconic--wikidata-q142917,city-q1899,Kyiv,Kiev,Kyiv,UA,Ukraine,Ucrania,Europe,Eastern Europe,ourairports-6467,Boryspil International Airport,Boryspil International Airport,KBP,UKBB,50.345001,30.894699,large_airport,true,year_round,wikidata-q142917,Mother Ukraine Monument,Mother Ukraine Monument,50.4265,30.56311111,62,structural_tip,vertical_landmark,1900,iconic,false,high,Mother Ukraine Monument is the selected vertical landmark most strongly associated with Kyiv.,Mother Ukraine Monument es el hito vertical seleccionado con mayor asociación a Kiev.,25265.14804420912,25.26514804420912,ourairports-2026-09-14;wikidata-q142917,2026-09-14
city-q8646--ourairports-26535--iconic--wikidata-q317034,city-q8646,Hong Kong,Hong Kong,Hong Kong,HK,Hong Kong SAR China,RAE de Hong Kong (China),Asia,Eastern Asia,ourairports-26535,Hong Kong International Airport,Hong Kong International Airport,HKG,VHHH,22.31184,113.914862,large_airport,true,year_round,wikidata-q317034,International Commerce Centre,International Commerce Centre,22.303391666,114.160169444,484,structural_tip,building_or_freestanding_tower,2010,iconic,false,low,International Commerce Centre is the selected vertical landmark most strongly associated with Hong Kong.,International Commerce Centre es el hito vertical seleccionado con mayor asociación a Hong Kong.,25293.283397654108,25.293283397654108,ourairports-2026-09-14;wikidata-q317034,2026-09-14
city-q16557--ourairports-3488--iconic--wikidata-q1248619,city-q16557,Dallas,Dallas,Dallas,US,United States,Estados Unidos,North America,Northern America,ourairports-3488,Dallas Fort Worth International Airport,Dallas Fort Worth International Airport,DFW,KDFW,32.896801,-97.038002,large_airport,true,year_round,wikidata-q1248619,Reunion Tower,Reunion Tower,32.7753,-96.80886,171,structural_tip,vertical_landmark,1978,iconic,false,high,Reunion Tower is the selected vertical landmark most strongly associated with Dallas.,Reunion Tower es el hito vertical seleccionado con mayor asociación a Dallas.,25334.194446857524,25.334194446857524,ourairports-2026-09-14;wikidata-q1248619,2026-09-14
city-q90--ourairports-4185--iconic--wikidata-q243,city-q90,Paris,París,Paris,FR,France,Francia,Europe,Western Europe,ourairports-4185,Charles de Gaulle International Airport,Charles de Gaulle International Airport,CDG,LFPG,49.00896,2.554117,large_airport,true,year_round,wikidata-q243,Eiffel Tower,Eiffel Tower,48.858296,2.294479,330,structural_tip,building_or_freestanding_tower,1889,iconic,false,high,Eiffel Tower is the selected vertical landmark most strongly associated with Paris.,Eiffel Tower es el hito vertical seleccionado con mayor asociación a París.,25349.998386870826,25.349998386870826,ourairports-2026-09-14;wikidata-q243,2026-09-14
city-q11746--ourairports-27200--iconic--wikidata-q462372,city-q11746,Wuhan,Wuhan,Wuhan,CN,China,China,Asia,Eastern Asia,ourairports-27200,Wuhan Tianhe International Airport,Wuhan Tianhe International Airport,WUH,ZHHH,30.774798,114.213723,large_airport,true,year_round,wikidata-q462372,Tower of the Yellow Crane,Tower of the Yellow Crane,30.54694444,114.29694444,50,structural_tip,vertical_landmark,1985,iconic,false,high,Tower of the Yellow Crane is the selected vertical landmark most strongly associated with Wuhan.,Tower of the Yellow Crane es el hito vertical seleccionado con mayor asociación a Wuhan.,26489.962657102675,26.489962657102673,ourairports-2026-09-14;wikidata-q462372,2026-09-14
city-q7903--ourairports-3113--iconic--wikidata-q41346,city-q7903,Casablanca,Casablanca,Casablanca,MA,Morocco,Marruecos,Africa,Northern Africa,ourairports-3113,Mohammed V International Airport,Mohammed V International Airport,CMN,GMMN,33.3675,-7.58997,large_airport,true,year_round,wikidata-q41346,Hassan II Mosque,Hassan II Mosque,33.60734166666667,-7.632561111111111,50,structural_tip,vertical_landmark,1993,iconic,false,high,Hassan II Mosque is the selected vertical landmark most strongly associated with Casablanca.,Hassan II Mosque es el hito vertical seleccionado con mayor asociación a Casablanca.,26894.472875034564,26.894472875034563,ourairports-2026-09-14;wikidata-q41346,2026-09-14
city-q1355--ourairports-35145--iconic--wikidata-q283257,city-q1355,Bengaluru,Bangalore,Bengaluru,IN,India,India,Asia,Southern Asia,ourairports-35145,Kempegowda International Airport Bengaluru,Kempegowda International Airport Bengaluru,BLR,VOBL,13.1979,77.706299,large_airport,true,year_round,wikidata-q283257,Vidhana Soudha,Vidhana Soudha,12.979693,77.590658,50,structural_tip,vertical_landmark,1956,iconic,false,high,Vidhana Soudha is the selected vertical landmark most strongly associated with Bengaluru.,Vidhana Soudha es el hito vertical seleccionado con mayor asociación a Bangalore.,27203.60319046823,27.203603190468232,ourairports-2026-09-14;wikidata-q283257,2026-09-14
city-q3692--ourairports-5112--iconic--wikidata-q656743,city-q3692,Riyadh,Riad,Riyadh,SA,Saudi Arabia,Arabia Saudí,Asia,Western Asia,ourairports-5112,King Khalid International Airport,King Khalid International Airport,RUH,OERK,24.9576,46.698799,large_airport,true,year_round,wikidata-q656743,Kingdom Centre,Kingdom Centre,24.711389,46.674444,302,structural_tip,vertical_landmark,2000,iconic,false,high,Kingdom Centre is the selected vertical landmark most strongly associated with Riyadh.,Kingdom Centre es el hito vertical seleccionado con mayor asociación a Riad.,27383.791150346762,27.383791150346763,ourairports-2026-09-14;wikidata-q656743,2026-09-14
city-q15174--ourairports-27198--iconic--wikidata-q1077308,city-q15174,Shenzhen,Shenzhen,Shenzhen,CN,China,China,Asia,Eastern Asia,ourairports-27198,Shenzhen Bao'an International Airport,Shenzhen Bao'an International Airport,SZX,ZGSZ,22.639474,113.803262,large_airport,true,year_round,wikidata-q1077308,Ping An Finance Centre,Ping An Finance Centre,22.536666666,114.050277777,599.05,structural_tip,building_or_freestanding_tower,2017,iconic,false,high,Ping An Finance Centre is the selected vertical landmark most strongly associated with Shenzhen.,Ping An Finance Centre es el hito vertical seleccionado con mayor asociación a Shenzhen.,27835.51191198908,27.83551191198908,ourairports-2026-09-14;wikidata-q1077308,2026-09-14
city-q1486--ourairports-5781--iconic--wikidata-q831389,city-q1486,Buenos Aires,Buenos Aires,Buenos Aires,AR,Argentina,Argentina,South America,South America,ourairports-5781,Ezeiza International Airport - Ministro Pistarini,Ezeiza International Airport - Ministro Pistarini,EZE,SAEZ,-34.8222,-58.5358,large_airport,true,year_round,wikidata-q831389,Obelisco de Buenos Aires,Obelisco de Buenos Aires,-34.60376,-58.38162,67.5,structural_tip,vertical_landmark,1936,iconic,false,high,Obelisco de Buenos Aires is the selected vertical landmark most strongly associated with Buenos Aires.,Obelisco de Buenos Aires es el hito vertical seleccionado con mayor asociación a Buenos Aires.,28048.260724074637,28.048260724074638,ourairports-2026-09-14;wikidata-q831389,2026-09-14
city-q1726--ourairports-2218--iconic--wikidata-q167193,city-q1726,Munich,Múnich,Munich,DE,Germany,Alemania,Europe,Western Europe,ourairports-2218,Munich Airport,Munich Airport,MUC,EDDM,48.353802,11.7861,large_airport,true,year_round,wikidata-q167193,Frauenkirche,Frauenkirche,48.1385785873577,11.5736157231262,99,structural_tip,vertical_landmark,1494,iconic,false,high,Frauenkirche is the selected vertical landmark most strongly associated with Munich.,Frauenkirche es el hito vertical seleccionado con mayor asociación a Múnich.,28666.58248200918,28.66658248200918,ourairports-2026-09-14;wikidata-q167193,2026-09-14
city-q1861--ourairports-28118--iconic--wikidata-q724970,city-q1861,Bangkok,Bangkok,Bangkok,TH,Thailand,Tailandia,Asia,South-eastern Asia,ourairports-28118,Suvarnabhumi Airport,Suvarnabhumi Airport,BKK,VTBS,13.6811,100.747002,large_airport,true,year_round,wikidata-q724970,Wat Arun,Wat Arun,13.743688888888888,100.48891944444445,50,structural_tip,vertical_landmark,1656,iconic,false,high,Wat Arun is the selected vertical landmark most strongly associated with Bangkok.,Wat Arun es el hito vertical seleccionado con mayor asociación a Bangkok.,28762.026318447333,28.762026318447333,ourairports-2026-09-14;wikidata-q724970,2026-09-14
city-q34647--ourairports-2800--iconic--wikidata-q1563940,city-q34647,Johannesburg,Johannesburgo,Johannesburg,ZA,South Africa,Sudáfrica,Africa,Southern Africa,ourairports-2800,Lanseria International Airport,Lanseria International Airport,HLA,FALA,-25.938964,27.926642,large_airport,false,year_round,wikidata-q1563940,Hillbrow Tower,Hillbrow Tower,-26.186944444,28.049166666,269,structural_tip,building_or_freestanding_tower,1971,iconic,false,high,Hillbrow Tower is the selected vertical landmark most strongly associated with Johannesburg.,Hillbrow Tower es el hito vertical seleccionado con mayor asociación a Johannesburgo.,30085.022177109502,30.0850221771095,ourairports-2026-09-14;wikidata-q1563940,2026-09-14
