city_id,airport_id,include,primary_airport,airport_order,service_pattern,qualifying_service_as_of,association_source_id,service_source_id,inclusion_reason_en,inclusion_reason_es,review_status
city-q1960,ourairports-3251,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Dar es Salaam.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Dar es-Salam.,approved
city-q87,ourairports-3180,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Alexandria.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Alejandría.,approved
city-q1515,ourairports-2096,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Abidjan.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Abiyán.,approved
city-q3870,ourairports-3206,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Nairobi.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Nairobi.,approved
city-q3870,ourairports-3215,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Nairobi.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Nairobi.,approved
city-q7903,ourairports-3113,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Casablanca.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Casablanca.,approved
city-q3761,ourairports-2090,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Accra.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Acra.,approved
city-q3624,ourairports-3157,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Addis Ababa.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Adís Abeba.,approved
city-q3718,ourairports-325736,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Dakar.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Dakar.,approved
city-q3894,ourairports-3263,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Kampala.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Kampala.,approved
city-q3889,ourairports-2975,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Maputo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Maputo.,approved
city-q3561,ourairports-2050,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Algiers.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Argel.,approved
city-q3572,ourairports-2133,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Tunis.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Túnez.,approved
city-q3551,ourairports-3109,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Rabat.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Rabat.,approved
city-q3921,ourairports-3005,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Harare.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Harare.,approved
city-q3881,ourairports-2894,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Lusaka.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Lusaka.,approved
city-q3919,ourairports-2864,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Gaborone.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Gaborone.,approved
city-q3935,ourairports-3039,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Windhoek.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Windhoek.,approved
city-q3915,ourairports-2908,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Antananarivo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Antananarivo.,approved
city-q3929,ourairports-2878,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Port Louis.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Port Louis.,approved
city-q60,ourairports-3622,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving New York City.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Nueva York.,approved
city-q60,ourairports-3643,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving New York City.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Nueva York.,approved
city-q60,ourairports-3521,true,false,3,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving New York City.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Nueva York.,approved
city-q65,ourairports-3632,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Los Angeles.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Los Ángeles.,approved
city-q65,ourairports-3432,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Los Angeles.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Los Ángeles.,approved
city-q65,ourairports-3894,true,false,3,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Los Angeles.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Los Ángeles.,approved
city-q65,ourairports-3752,true,false,4,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Los Angeles.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Los Ángeles.,approved
city-q1297,ourairports-3754,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Chicago.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Chicago.,approved
city-q1297,ourairports-3673,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Chicago.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Chicago.,approved
city-q16557,ourairports-3488,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Dallas.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Dallas.,approved
city-q16557,ourairports-3479,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Dallas.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Dallas.,approved
city-q16555,ourairports-3604,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Houston.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Houston.,approved
city-q16555,ourairports-3588,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Houston.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Houston.,approved
city-q61,ourairports-3602,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,"Scheduled commercial airport conventionally serving Washington, D.C..",Aeropuerto comercial con servicios regulares que sirve convencionalmente a Washington D. C..,approved
city-q61,ourairports-3483,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,"Scheduled commercial airport conventionally serving Washington, D.C..",Aeropuerto comercial con servicios regulares que sirve convencionalmente a Washington D. C..,approved
city-q61,ourairports-3435,true,false,3,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,"Scheduled commercial airport conventionally serving Washington, D.C..",Aeropuerto comercial con servicios regulares que sirve convencionalmente a Washington D. C..,approved
city-q8652,ourairports-3685,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Miami.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Miami.,approved
city-q8652,ourairports-3531,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Miami.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Miami.,approved
city-q23556,ourairports-3384,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Atlanta.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Atlanta.,approved
city-q100,ourairports-3422,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Boston.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Boston.,approved
city-q62,ourairports-3878,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving San Francisco.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a San Francisco.,approved
city-q62,ourairports-3744,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving San Francisco.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a San Francisco.,approved
city-q62,ourairports-3883,true,false,3,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving San Francisco.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a San Francisco.,approved
city-q5083,ourairports-3875,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Seattle.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Seattle.,approved
city-q1345,ourairports-3771,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Philadelphia.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Filadelfia.,approved
city-q172,ourairports-1990,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Toronto.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Toronto.,approved
city-q172,ourairports-1926,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Toronto.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Toronto.,approved
city-q340,ourairports-1928,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Montreal.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Montreal.,approved
city-q24639,ourairports-1941,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Vancouver.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Vancouver.,approved
city-q1489,ourairports-4731,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Mexico City.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Ciudad de México.,approved
city-q1489,ourairports-31923,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Mexico City.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Ciudad de México.,approved
city-q11953,ourairports-4710,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Guadalajara.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Guadalajara.,approved
city-q81033,ourairports-4732,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Monterrey.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Monterrey.,approved
city-q1563,ourairports-4839,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Havana.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a La Habana.,approved
city-q3306,ourairports-4793,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Panama City.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Ciudad de Panamá.,approved
city-q3306,ourairports-4791,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Panama City.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Ciudad de Panamá.,approved
city-q174,ourairports-5910,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving São Paulo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a São Paulo.,approved
city-q174,ourairports-5974,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving São Paulo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a São Paulo.,approved
city-q174,ourairports-5927,true,false,3,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving São Paulo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a São Paulo.,approved
city-q1486,ourairports-5781,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Buenos Aires.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Buenos Aires.,approved
city-q1486,ourairports-5771,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Buenos Aires.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Buenos Aires.,approved
city-q8678,ourairports-5906,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Rio de Janeiro.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Río de Janeiro.,approved
city-q8678,ourairports-5967,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Rio de Janeiro.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Río de Janeiro.,approved
city-q2868,ourairports-6217,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Lima.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Lima.,approved
city-q2841,ourairports-6104,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Bogotá.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Bogotá.,approved
city-q2887,ourairports-6015,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Santiago.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Santiago.,approved
city-q1533,ourairports-6300,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Caracas.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Caracas.,approved
city-q42800,ourairports-5882,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Belo Horizonte.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Belo Horizonte.,approved
city-q42800,ourairports-5869,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Belo Horizonte.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Belo Horizonte.,approved
city-q2844,ourairports-5872,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Brasília.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Brasilia.,approved
city-q36947,ourairports-5977,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Salvador.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Salvador de Bahía.,approved
city-q48344,ourairports-5965,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Recife.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Recife.,approved
city-q48278,ourairports-6158,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Medellín.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Medellín.,approved
city-q48278,ourairports-6132,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Medellín.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Medellín.,approved
city-q2900,ourairports-308273,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Quito.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Quito.,approved
city-q43509,ourairports-6056,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Guayaquil.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Guayaquil.,approved
city-q1335,ourairports-6247,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Montevideo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Montevideo.,approved
city-q3130,ourairports-27145,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Sydney.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Sídney.,approved
city-q3141,ourairports-27066,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Melbourne.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Melbourne.,approved
city-q3141,ourairports-27043,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Melbourne.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Melbourne.,approved
city-q34932,ourairports-26901,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Brisbane.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Brisbane.,approved
city-q3183,ourairports-27119,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Perth.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Perth.,approved
city-q5112,ourairports-27096,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Adelaide.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Adelaida.,approved
city-q37100,ourairports-5023,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Auckland.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Auckland.,approved
city-q23661,ourairports-5063,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Wellington.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Wellington.,approved
city-q79990,ourairports-5026,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Christchurch.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Christchurch.,approved
city-q18094,ourairports-5453,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Honolulu.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Honolulú.,approved
city-q38807,ourairports-4960,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Suva.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Suva.,approved
